"Year","Species","n","Median.CV","Min","Lower","Avg.CV","Upper","Max"
1991,"American Harvestfish",905,0.728877325465848,0.5814,0.589374912040726,0.740989988503971,0.59320081842301,0.9928
1991,"Atlantic Croaker",1000,0.22795,0.1677,0.18125029538484,0.233577587783285,0.1942,0.4248
1991,"Atlantic Menhaden",1000,0.63911771138049,0.4342,0.4975725,0.605541138469327,0.50344025,0.985524171974901
1991,"Atlantic Stingray",1000,0.484500482205296,0.398833149715228,0.407326146700816,0.494444719925579,0.426467141372448,0.6974
1991,"Black Drum",1000,0.351196458259412,0.278333276241457,0.295592972519742,0.353966095884488,0.312061,0.4775
1991,"Bluefish",1000,0.560879852367685,0.423418610228478,0.4291,0.564037945891497,0.4827,0.9908
1991,"Gizzard Shad",684,0.9862,0.948791242126742,0.975998867868473,0.985247810921911,0.98003705522061,0.99043901715481
1991,"Hardhead Catfish",1000,0.298552971375025,0.226,0.2385,0.306888519518956,0.251256240968416,0.5562
1991,"Ladyfish",991,0.446183127527109,0.3616,0.370302581330916,0.487321367274617,0.3736,0.9907
1991,"Longnose Gar",1000,0.926,0.291430942064731,0.298689259269229,0.747305936000752,0.3135,0.9864
1991,"Pinfish",1000,0.341834755057331,0.2565,0.270203110060801,0.346032010132439,0.289461,0.581379863321118
1991,"Red Drum",1000,0.2607675588219,0.188750998198249,0.19957937111248,0.259662745896652,0.2113,0.4113
1991,"Sheepshead",966,0.776927644331418,0.641,0.6458,0.777249486571062,0.64858458490964,0.9927
1991,"Silver Perch",983,0.699225395826588,0.5651,0.566702262042438,0.743692753132214,0.5675,0.995409243244848
1991,"Southern Flounder",1000,0.165036675544191,0.130904775987932,0.140490764635587,0.167549647759694,0.14794025,0.2584
1991,"Southern Kingfish",973,0.5624,0.4762,0.479592668570689,0.635830077691679,0.481875822503883,0.993274003576812
1991,"Spot",1000,0.417887111369594,0.2537,0.276297706882641,0.407148711379942,0.30292075,0.624475753923249
1991,"Spotted Seatrout",1000,0.189974486522891,0.151739369233519,0.1654,0.192537730444575,0.172760605099011,0.249191354044509
1991,"Striped Mullet",1000,0.196576379731479,0.1664,0.175594602902841,0.198319989971948,0.1814,0.2621
1992,"American Harvestfish",896,0.755909888793344,0.668,0.670675,0.795160080029999,0.672286283661891,0.994595522301611
1992,"Atlantic Croaker",1000,0.265,0.205187463591503,0.215099847456322,0.27148015044786,0.228932867166067,0.4922
1992,"Atlantic Menhaden",997,0.530567787247629,0.414108262171467,0.4198,0.540463762619914,0.456809590311029,0.8637
